Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Diversity Spotlight,Lead Investors,Investor Names,CB Rank (Funding Round),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Funding Stage,Organization Description,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Number of Investors,Number of Partner Investors,Equity Only Funding,Sentiment
Grant - TOOPI Organics,https://www.crunchbase.com/funding_round/toopi-organics-grant--d31edea2,TOOPI Organics,https://www.crunchbase.com/organization/toopi-organics,Grant,2023-11-14,2400000,EUR,2610691,,,EIC Accelerator,"48,646",,,,,TOOPI Organics is a biotechnology company that collects and upcycles human urine for agriculture.,"Agriculture, Biotechnology, Chemical","Loupiac-de-la-réole, Aquitaine, France, Europe",https://toopi-organics.com/,$1M to $10M,23200000,EUR,25414631,Early Stage Venture,6,1,,No,
Grant - Mentessa,https://www.crunchbase.com/funding_round/mentessa-grant--c9647cc0,Mentessa,https://www.crunchbase.com/organization/mentessa,Grant,2024-01-22,500000,USD,500000,,EIT Digital,EIT Digital,"48,828",,,,,"Mentessa empowers organizations to foster meaningful connections, enabling learning, growth, and equal opportunities in the workplace.","Artificial Intelligence (AI), Collaboration, Communities, E-Learning, Education, Enterprise Software, Human Resources, Peer to Peer, SaaS, Skill Assessment","Munich, Bayern, Germany, Europe",https://www.mentessa.com/,$1M to $10M,1621436,USD,1621436,Seed,2,1,1,No,
Grant - Boomerang Ideas,https://www.crunchbase.com/funding_round/boomerang-ideas-86b8-grant--9ead2b30,Boomerang Ideas,https://www.crunchbase.com/organization/boomerang-ideas-86b8,Grant,2023-05-30,500000,USD,500000,,gfs.bern,gfs.bern,"49,454",,,,,"SaaS, market research, quantitative primary research, synthesized predictions","Generative AI, Market Research, Marketing, Social Media","Zürich, Zurich, Switzerland, Europe",https://boomerangideas.com,,999494,USD,999494,Seed,2,1,,No,
Grant - GaitQ,https://www.crunchbase.com/funding_round/gaitq-grant--45b8f87f,GaitQ,https://www.crunchbase.com/organization/gaitq,Grant,2024-04-11,,,,,"Innosuisse, Innovate UK","Innosuisse, Innovate UK","50,128",,,,,gaitQ® develops innovative wearable technology that improves people’s mobility and quality of life.,"Health Care, Medical, Medical Device, Wellness","Oxford, Oxfordshire, United Kingdom, Europe",https://www.gaitq.com/,$1M to $10M,1500000,GBP,1944804,Seed,2,2,,No,
Grant - Workademy,https://www.crunchbase.com/funding_round/workademy-grant--84496463,Workademy,https://www.crunchbase.com/organization/workademy,Grant,2024-04-01,,,,,,Open Campus,"50,982",,,,,Corporate training program marketplace,Software,"Belin, Brandenburg, Germany, Europe",https://www.theworkademy.com,Less than $1M,,,,Seed,3,1,,No,
Grant - Kaktus AI,https://www.crunchbase.com/funding_round/kaktus-ai-grant--8a2d2f9b,Kaktus AI,https://www.crunchbase.com/organization/kaktus-ai,Grant,2022-09-01,,,,,Innovate UK,Innovate UK,"51,944",,,,,Kaktus AI is a workplace wellness company that specializes in AI-driven mental health monitoring and employee well-being solutions.,"Artificial Intelligence (AI), Health Care, Human Resources, Machine Learning, Software","London, England, United Kingdom, Europe",https://kaktus.ai/,Less than $1M,,,,Seed,2,1,,No,
Grant - Hipli,https://www.crunchbase.com/funding_round/hipli-grant--476387ae,Hipli,https://www.crunchbase.com/organization/hipli,Grant,2024-09-24,,,,,Amazon,Amazon,"54,653",,,,,"Hipli is a reusable, eco-friendly packaging solution that offers a sustainable alternative to plastic packaging for e-commerce businesses.","Packaging Services, Recycling, Waste Management","Le Havre, Haute-Normandie, France, Europe",https://hipli.fr,$1M to $10M,5000000,EUR,5436981,Seed,3,1,,No,
Grant - Qilimanjaro Quantum Tech,https://www.crunchbase.com/funding_round/qilimanjaro-quantum-tech-grant--0dd53765,Qilimanjaro Quantum Tech,https://www.crunchbase.com/organization/qilimanjaro-quantum-tech,Grant,2024-02-28,20000,EUR,21677,Women Led,4YFN,4YFN,"55,211",,,,,Qilimanjaro builds analog quantum computers and hybrid data centers to fast-track quantum advantage and unlock global access.,"Data Center, Hardware, Quantum Computing, Software","Barcelona, Catalonia, Spain, Europe",http://www.qilimanjaro.tech,Less than $1M,14365000,EUR,15536627,Seed,6,1,,No,
Grant - Squad Mobility,https://www.crunchbase.com/funding_round/squad-mobility-grant--7413a1f3,Squad Mobility,https://www.crunchbase.com/organization/squad-mobility,Grant,2024-07-11,1350000,EUR,1468002,,,,"58,129",,,,,Squad Mobility develops a solar city car for daily urban mobility and sharing.,"Automotive, Solar, Sustainability","Breda, Noord-Brabant, The Netherlands, Europe",https://www.squadmobility.com/,$1M to $10M,1350000,EUR,1468002,Seed,2,,,No,
Grant - Lucida Medical,https://www.crunchbase.com/funding_round/lucida-medical-grant--36663158,Lucida Medical,https://www.crunchbase.com/organization/lucida-medical,Grant,2024-01-30,,,,,Innovate UK,Innovate UK,"60,681",,,,,"SaaS, Cancer Diagnosis, Radiology, MRI, Prostate Cancer","Biotechnology, Health Care, Oncology, Software","Cambridge, Cambridgeshire, United Kingdom, Europe",https://lucidamedical.com,Less than $1M,400000,GBP,517820,Seed,4,1,,No,
Grant - SEQUENTIAL,https://www.crunchbase.com/funding_round/sequential-skin-grant--f1b302f8,SEQUENTIAL,https://www.crunchbase.com/organization/sequential-skin,Grant,2025-02-13,1000000,USD,1000000,,,Innovate UK,"62,349",,,,,The Skin Microbiome Testing Co.,"Beauty, Health Care, Health Diagnostics","London, England, United Kingdom, Europe",http://www.sequential.bio/,$1M to $10M,5025169,USD,5025169,Seed,9,1,,No,
Grant - EnrichMyCare,https://www.crunchbase.com/funding_round/enrichmycare-grant--c7575c82,EnrichMyCare,https://www.crunchbase.com/organization/enrichmycare,Grant,2025-01-16,,,,,Innovate UK,Innovate UK,"63,557",,,,,EnrichMyCare is a one-stop personal health platform for children and young people with disabilities.,"Health Care, Information Technology, Software","London, England, United Kingdom, Europe",https://enrichmycare.com,Less than $1M,102168,USD,102168,Seed,3,1,,No,
Grant - Vested Impact,https://www.crunchbase.com/funding_round/vested-3776-grant--a84eef12,Vested Impact,https://www.crunchbase.com/organization/vested-3776,Grant,2023-12-04,,,,"Women Founded, Women Led",Strive Community Innovation Fund,Strive Community Innovation Fund,"67,522",,,,,Vested is a data platform that assesses and quantifies the impact of companies and assets; leveraging over 300 million data points.,"Financial Services, FinTech, Sustainability","London, England, United Kingdom, Europe",https://www.vestedimpact.co.uk/,,25000,EUR,24597,Seed,2,1,,No,
Grant - OBORTECH,https://www.crunchbase.com/funding_round/obortech-grant--eb2d5343,OBORTECH,https://www.crunchbase.com/organization/obortech,Grant,2023-10-02,200000,USD,200000,,,Google for Startups,"68,824",,,,,All-in-one simple solution to enable digitized & traceable supply chain underpinned by blockchain & IoT(DePIN). Deck: https://bit.ly/3UiOoLx,"Blockchain, Information Technology, Internet of Things, Logistics, Software, Supply Chain Management, Web3","Tallinn, Harjumaa, Estonia, Europe",https://www.obortech.io/,$1M to $10M,505779,USD,505779,Seed,7,1,,No,
Grant - iknowa,https://www.crunchbase.com/funding_round/iknowa-c332-grant--ba66ae5c,iknowa,https://www.crunchbase.com/organization/iknowa-c332,Grant,2023-05-05,100000,USD,100000,,Geovation,Geovation,"69,826",,,,,"iknowa connects property owners with tradespeople to create, fund, and manage building and renovation projects.",FinTech,"London, England, United Kingdom, Europe",https://iknowa.com/,,514800,USD,514800,Seed,3,1,,No,
Grant - xigxag,https://www.crunchbase.com/funding_round/xigxag-grant--d2f356eb,xigxag,https://www.crunchbase.com/organization/xigxag,Grant,2023-06-28,,,,,CONTENTshift,CONTENTshift,"74,212",,,,,"Making books more accessible, social and sustainable with the most advanced digital book platform ever imagined.","Books, Digital Media, Education, Media and Entertainment, Mobile Apps","Bodmin, Cornwall, United Kingdom, Europe",http://xigxag.co.uk,,500000,GBP,593891,Seed,2,1,,No,
Grant - Hypr Space (Hybrid Propulsion for Space),https://www.crunchbase.com/funding_round/hypr-space-grant--54e6de12,Hypr Space (Hybrid Propulsion for Space),https://www.crunchbase.com/organization/hypr-space,Grant,2023-10-17,35000000,EUR,37005318,,France 2030,France 2030,"78,727",,,,,"We develop nextgen propulsion technologies, cheaper, quicker and greener for earth to space and space to space transportation systems.","Aerospace, Space Travel","Bordeaux, Aquitaine, France, Europe",https://hybrid-propulsion.space,$1M to $10M,44050000,EUR,46764852,Seed,5,1,,No,
Grant - Gradual,https://www.crunchbase.com/funding_round/gradual-84fc-grant--467cd34a,Gradual,https://www.crunchbase.com/organization/gradual-84fc,Grant,2022-12-01,,,,,Campus,Campus,"83,626",,,,,Gradual develops an online platform for training company team members from the sales department.,"Enterprise Software, Sales, Skill Assessment, Software, Training","London, England, United Kingdom, Europe",https://gradual.io,,237143,EUR,268047,Seed,3,1,,No,
Grant - Finapp,https://www.crunchbase.com/funding_round/finapp-grant--83a4597b,Finapp,https://www.crunchbase.com/organization/finapp,Grant,2023-06-23,,,,,EIC Accelerator,EIC Accelerator,"83,766",,,,,Finapp is an innovative startup that produces a new generation of CRNS probes that allow measuring the water content.,"Farming, Hydroelectric, Water","Padova, Veneto, Italy, Europe",https://finapptech.com/,,4705748,USD,4705748,Seed,4,1,,No,
Grant - Bower,https://www.crunchbase.com/funding_round/pantapåsen-sugi-group-grant--870b4d22,Bower,https://www.crunchbase.com/organization/pantapåsen-sugi-group,Grant,2023-11-08,1750000,EUR,1874487,,Google.org,Google.org,"84,688",,,,,Bower is a mobile app that rewards consumers when sorting properly at existing bins.,"CleanTech, Environmental Consulting, Gamification, Recycling, Waste Management","Stockholm, Stockholms Lan, Sweden, Europe",http://www.getbower.com,,7417093,USD,7417093,Seed,3,1,,No,
Grant - Codigy,https://www.crunchbase.com/funding_round/codigy-de00-grant--d659fe88,Codigy,https://www.crunchbase.com/organization/codigy-de00,Grant,2023-05-03,5000,USD,5000,,Buildit VC,Buildit VC,"82,961",,,,,Codigy is a visual tool to identify and prioritize inefficiencies in the codebase and collaboration processes that lower developer velocity.,"Analytics, Enterprise Software, Information Technology","Vilnius, Vilniaus Apskritis, Lithuania, Europe",https://codi.gy/,,16997,USD,16997,Seed,2,1,,No,
Grant - HeroSupport,https://www.crunchbase.com/funding_round/herosupport-grant--f0c6eb03,HeroSupport,https://www.crunchbase.com/organization/herosupport,Grant,2024-05-24,50000,CHF,54639,,HEC Espace Entreprise,HEC Espace Entreprise,"88,768",,,,,HeroSupport transforms imaging and/or treatment tables into personalized solutions.,"Health Care, Medical, Medical Device","Veyrier, Geneve, Switzerland, Europe",https://www.herosupport.care/,Less than $1M,350000,CHF,386126,Seed,6,1,,No,
Grant - Feyenally,https://www.crunchbase.com/funding_round/gepetto-grant--9ab60187,Feyenally,https://www.crunchbase.com/organization/gepetto,Grant,2024-06-17,,,,,Ready2Scale,Ready2Scale,"89,663",,,,,Feyenally develops mobile app-based solutions that enables patients to self-examine their eyes refractive error at home.,"Health Diagnostics, Medical Device, Mobile Apps","Wroclaw, Dolnoslaskie, Poland, Europe",https://feyenally.com,,2500000,PLN,681880,Seed,2,1,,No,
Grant - Polariton Technologies,https://www.crunchbase.com/funding_round/polariton-technologies-grant--4f309463,Polariton Technologies,https://www.crunchbase.com/organization/polariton-technologies,Grant,2023-04-28,,,,,Innosuisse,Innosuisse,"93,281",,,,,Polariton Technologies designs and manufactures electro-optic modulators.,"Electronics, Manufacturing, Optical Communication, Semiconductor","Zürich, Zurich, Switzerland, Europe",https://www.polariton.ch/,Less than $1M,250000,CHF,250932,Seed,5,1,,No,
Grant - NC Biomatrix,https://www.crunchbase.com/funding_round/nc-biomatrix-grant--2b5e77e0,NC Biomatrix,https://www.crunchbase.com/organization/nc-biomatrix,Grant,2022-12-19,2500000,EUR,2653100,,European Innovation Council,European Innovation Council,"93,479",,,,,Game-changing treatment for intervertebral disc (IVD) degeneration,Health Care,"Amsterdam, Noord-Holland, The Netherlands, Europe",https://ncbiomatrix.com/,,2500000,EUR,2653100,Seed,2,1,,No,
Grant - Magneto,https://www.crunchbase.com/funding_round/magneto-6734-grant--61f5e1eb,Magneto,https://www.crunchbase.com/organization/magneto-6734,Grant,2023-06-23,,,,,EIC Accelerator,EIC Accelerator,"93,457",,,,,Magneto enables efficient cooling and heating without fossil fuels or refrigerants,"Advanced Materials, Clean Energy, Energy Efficiency, Heating, Ventilation, and Air Conditioning (HVAC), Manufacturing","Delft, Zuid-Holland, The Netherlands, Europe",https://magneto.systems,,1000000,EUR,1016947,Seed,2,1,,No,
Grant - HeartKinetics,https://www.crunchbase.com/funding_round/heartkinetics-grant--364bbd2f,HeartKinetics,https://www.crunchbase.com/organization/heartkinetics,Grant,2023-03-20,504000,EUR,540217,,,,"100,903",,,,,HeartKinetics AI solutions empower motion and ECG wearable sensors to intercept heart failure and cancer cardiotoxicity,"Health Care, Health Diagnostics, Wearables, Wellness","Gosselies, Hainaut, Belgium, Europe",https://heartkinetics.com,,4227000,EUR,4728448,Seed,6,,,No,
Grant - Circul'Egg,https://www.crunchbase.com/funding_round/circul-egg-grant--32e1816c,Circul'Egg,https://www.crunchbase.com/organization/circul-egg,Grant,2023-10-03,1000000,EUR,1046950,,"Ademe, Bpifrance","Ademe, Bpifrance","103,557",,,,,Circul'Egg recycles the eggshells by transforming them into two finished products: a calcium carbonate powder and a shell membrane powder.,"Food and Beverage, Food Processing, Recycling","Paris, Ile-de-France, France, Europe",https://circulegg.fr,$1M to $10M,6000000,EUR,6306985,Seed,6,2,,No,
Grant - Latitude,https://www.crunchbase.com/funding_round/venture-orbital-systems-grant--fcfa2014,Latitude,https://www.crunchbase.com/organization/venture-orbital-systems,Grant,2024-07-15,,,,,EIC Accelerator,EIC Accelerator,"104,914",,,,,"Latitude, formerly known as Venture Orbital Systems, is a space technology company that offers launch solution for smallsats","Aerospace, Space Travel","Reims, Champagne-Ardenne, France, Europe",https://www.latitude.eu,$10M to $50M,37850000,EUR,40850910,Early Stage Venture,6,1,,No,
Grant - iPronics,https://www.crunchbase.com/funding_round/ipronics-programmable-photonics-grant--0c03d715,iPronics,https://www.crunchbase.com/organization/ipronics-programmable-photonics,Grant,2025-02-10,11400000,EUR,11743267,,,,"106,514",,,,,iPronics has pioneered the field of software-defined photonics and introduces the world's first optical circuit switch.,"Manufacturing, Semiconductor, Software","Valencia, Comunidad Valenciana, Spain, Europe",https://ipronics.com/,$1M to $10M,37600000,EUR,39214640,Early Stage Venture,4,,,No,
